Host	Sat	r50m	r90m	r50r	r90r	SFR_mem	u_mem	g_mem	r_mem	i_mem	z_mem	metal_mem	ager_mem	t50_mem	t90_mem	SFR_r50m	u_r50m	g_r50m	r_r50m	i_r50m	z_r50m	metal_r50m	ager_r50m	t50_r50m	t90_r50m	mgas_r50m	mcold_r50m	mdm_r50m	SFR_r90m	u_r90m	g_r90m	r_r90m	i_r90m	z_r90m	metal_r90m	ager_r90m	t50_r90m	t90_r90m	mgas_r90m	mcold_r90m	mdm_r90m	SFR_r50r	u_r50r	g_r50r	r_r50r	i_r50r	z_r50r	metal_r50r	ager_r50r	t50_r50r	t90_r50r	mgas_r50r	mcold_r50r	mdm_r50r	SFR_r90r	u_r90r	g_r90r	r_r90r	i_r90r	z_r90r	metal_r90r	ager_r90r	t50_r90r	t90_r90r	mgas_r90r	mcold_r90r	mdm_r90r	SFR_rmax	u_rmax	g_rmax	r_rmax	i_rmax	z_rmax	metal_rmax	ager_rmax	t50_rmax	t90_rmax	mgas_rmax	mcold_rmax	mdm_rmax
1	899	1.5620302739502696e-05	2.9782664932532897e-05	1.5219971914990952e-05	2.9229341574231113e-05	0.0	28580.023449294236	79613.18974709077	133761.09112787814	177374.91275486242	209126.80451666308	0.00040309519095071045	6.604873997391098	6.609489550405991	8.587164265318908	0.0	14875.128071054964	41482.58892504955	69599.17457575764	92476.27213933795	109461.62859986856	0.00043859771033364535	6.235719326019134	5.191312106144664	8.580830761248407	119866874.11190115	116714745.90154062	599213629.3285046	0.0	25991.50877089202	72421.99857629226	121634.74226925761	161392.01336985832	190495.37377579152	0.00041171991426973783	6.509158863791865	6.3624677092830355	8.585149907438854	263917322.86399862	239657259.92809463	1283294425.042591	0.0	14287.404890317157	39849.20184442466	66855.68517555845	88830.9745078669	105156.52078301893	0.00044016601293524063	6.2245154562750535	5.186804863844002	8.580317288028759	115435442.74264607	112432245.7419173	576068038.496073	0.0	25727.07912289174	71682.64073978979	120388.1813008324	159755.10646162234	188591.2106143382	0.00041244534678184326	6.4983274729929335	6.361698148143039	8.58506236708579	259335163.89603195	236531340.34545466	1258862968.0528023	0.0	30283.25978417419	84326.84262665547	141700.07823499042	187822.02984439608	221268.00496956863	0.0003955867481473561	6.676081951087118	6.620799405922146	8.59536109192798	371835741.89885336	256374587.27731335	2027810930.152471
1	290	1.7684169468636134e-05	3.0353095709351295e-05	1.7684169468636134e-05	3.0353095709351295e-05	0.0	2642.5888458798504	7255.330556068956	12052.252600719507	15531.593243404019	17630.893928213638	0.0001024647885260422	9.836294638556911	9.944100919411541	10.709655972918169	0.0	1319.829609335159	3623.8536742601373	6020.882207906312	7760.494555398072	8811.286475647055	0.00010386980267717805	9.802699152567106	9.943268710659186	10.70617128562027	9794313.07495667	0.0	326610003.9687557	0.0	2796.3057155385873	7677.594458766889	12753.161551031164	16433.040793954864	18651.654619017525	0.00010033932323875106	9.866732770535904	9.944389693989082	10.71040877587693	21832991.419752575	0.0	711083985.0185902	0.0	1319.829609335159	3623.8536742601373	6020.882207906312	7760.494555398072	8811.286475647055	0.00010386980267717805	9.802699152567106	9.943268710659186	10.70617128562027	9794313.07495667	0.0	326610003.9687557	0.0	2796.3057155385873	7677.594458766889	12753.161551031164	16433.040793954864	18651.654619017525	0.00010033932323875106	9.866732770535904	9.944389693989082	10.71040877587693	21832991.419752575	0.0	711083985.0185902	0.0	3618.8827283105393	9935.820827673178	16501.549892192357	21258.435402238538	24122.46595107889	9.747615477286235e-05	9.913181272036546	9.94508676122525	10.714620037320593	28759507.32765428	0.0	1020977728.9417007
1	476	1.3348577314225913e-05	2.182896979905792e-05	1.3348577314225913e-05	2.157463441453773e-05	0.0	2542.882363430107	7063.148773574631	11891.968584490438	15405.97795320654	17572.694259050284	0.00020376374169088512	10.124444932481426	10.433785411799146	10.831014057830899	0.0	1274.6480898488242	3538.740517941428	5956.195983295268	7718.065885251419	8805.659680489516	0.00020045295676586423	10.078605556169052	10.397354750777982	10.845933133954816	12676170.43968065	6430001.361339048	294463350.03482306	0.0	2326.322191295011	6460.556163621121	10875.551962097985	14088.609142464997	16069.3131031873	0.00020200916531059826	10.124318286400163	10.42084369060766	10.831014057830899	20440432.279792864	6430001.361339048	507917132.1561358	0.0	1274.6480898488242	3538.740517941428	5956.195983295268	7718.065885251419	8805.659680489516	0.00020045295676586423	10.078605556169052	10.397354750777982	10.845933133954816	12676170.43968065	6430001.361339048	294463350.03482306	0.0	2309.6595498082384	6414.212579090933	10797.337575932954	13987.285337637566	15953.711594631704	0.00020176808447343116	10.124844843446487	10.471081911945502	10.831014057830899	20316743.547042236	6430001.361339048	500201935.2119919	0.0	2759.139361448081	7663.167829597961	12900.364084686451	16710.27505171773	19057.986530512182	0.00020224485064985508	10.137090448707747	10.472226658628546	10.831580423509976	24127442.311185084	6430001.361339048	635217881.7345091
2	677	4.0129659135383435e-05	8.569346532213818e-05	3.241723546908411e-05	7.472863231510562e-05	0.013193640379545003	3512531.0728621003	11290305.30863438	17928232.366715103	22796135.46718932	28054482.53935486	0.005084257717352705	3.2872303432271215	2.404779498109775	7.581368596692245	0.03105209093255111	2913731.3091980247	8058683.089038395	11797224.867593665	14569022.364676813	17792974.25753782	0.006200831014300179	2.3363310330844915	1.6083185312596076	5.4447688643131995	1256907021.9016504	1226521742.8734019	2011094670.1068263	0.03105209093255111	3908917.021555499	11476146.7740231	17613049.07287512	22143236.064161737	27153391.51379021	0.005387787307324365	2.965892561505376	2.0343453956345368	7.321880304862882	1924932769.5579977	1607543462.1363904	7315292569.205713	0.03105209093255111	2558163.9083252368	6828211.564648482	9731832.34545561	11891324.733420275	14459104.158092275	0.006497196899442852	2.0999870250766106	1.279958733936368	5.088357542155331	1014532327.591002	998849846.8131437	1278150960.413162	0.03105209093255111	3783848.9601503727	11055829.846243192	16903098.01431232	21221138.060232878	26027528.287665427	0.005504472345230775	2.882205352462578	1.97607570046568	7.2884958971645375	1846464526.1227791	1606079474.9598544	6062858931.939697	0.03105209093255111	4156791.2484238334	12296325.630985772	19058613.45054477	24049825.57606622	29458965.170401506	0.005008893476697191	3.2385354656210934	2.3038876661024155	7.580714621948338	2154256926.1905656	1607543462.1363904	15786578813.875643
2	309	2.6754900896890052e-05	5.145161208378781e-05	2.6457393053396628e-05	5.1164297979377074e-05	0.0	113308.0296235083	337131.67663804675	573431.8252904016	758543.345934716	906981.6975112255	0.0010400746816122183	5.472228982583856	5.312536482128062	5.933276220458803	0.0	57091.50175484305	171146.64919135816	290935.2095927213	383566.4953425681	458280.4145350678	0.0011363322085748485	5.277542401166167	5.025553827258973	5.889053164020353	386859521.4815292	371203687.09664404	730371977.3789498	0.0	102780.81804668551	306136.66419966385	520691.84997669	688512.4719951611	823223.4171200183	0.0010536560055401446	5.444875890159309	5.293926784169601	5.9319619475852114	638028523.867851	460692910.5020906	2013666402.4215407	0.0	56262.44981626429	168678.78276375777	286738.55870784837	378006.6715478059	451619.29315642413	0.001137398273706742	5.277134390431881	5.022339953833958	5.889305534567956	382629807.3638621	367735447.6857116	718799181.962734	0.0	102513.55264091383	305338.3549216058	519327.29411714134	686700.3624108378	821050.864245172	0.0010537773484682186	5.4441454178449415	5.293926784169601	5.931928612872393	634816198.7404375	460692910.5020906	1990520811.5891094	0.0	121369.1818388553	360546.6511567067	613259.3360681756	811466.7457307123	970036.3958979722	0.001020707105555401	5.522441982560658	5.348770655596142	6.713102608335309	770878226.036747	460692910.5020906	3789447565.7319803
2	639	1.3259914339396629e-05	2.036203310810165e-05	1.3259914339396629e-05	2.036203310810165e-05	0.0	1397.6454819747198	3881.9969579278527	6546.388049494536	8478.439112522023	9670.52414510218	0.00023879520482437855	10.043886854616884	9.994326757477882	10.475034898637764	0.0	694.9243523289915	1930.908027037539	3258.0242078266597	4220.966353461583	4816.0559811213225	0.0002443619625514485	10.023031525960908	9.992283454652267	10.47474584458422	105749103.2009804	103999425.64099558	519489927.5723516	0.0	1305.6272812228744	3627.743545014268	6121.0702905842945	7929.82611062288	9047.427310003875	0.0002448115047468881	10.023894860894655	9.991040155277695	10.47474584458422	170125083.08885065	158450588.42174798	802380482.1909589	0.0	694.9243523289915	1930.908027037539	3258.0242078266597	4220.966353461583	4816.0559811213225	0.0002443619625514485	10.023031525960908	9.992283454652267	10.47474584458422	105749103.2009804	103999425.64099558	519489927.5723516	0.0	1305.6272812228744	3627.743545014268	6121.0702905842945	7929.82611062288	9047.427310003875	0.0002448115047468881	10.023894860894655	9.991040155277695	10.47474584458422	170125083.08885065	158450588.42174798	802380482.1909589	0.0	1832.0283872305024	5088.996353983811	8582.997430377163	11116.568126480279	12680.131591380836	0.00024000787647101884	10.0429001407301	9.994208233381894	10.475780996782838	235958283.40845153	185287760.42333293	1164994738.5657191
2	214	1.6120299824211443e-05	2.96899813876306e-05	1.6099721631460035e-05	2.8885943989789232e-05	0.0	869.7962591520528	2581.261873411159	4426.6593699711175	5783.29368707823	6806.187004819944	0.0018324500723999805	9.21242439498924	9.854080642636152	10.196727794793443	0.0	496.62563359993135	1423.4130399967921	2411.3948749675633	3131.6623885229155	3626.5033958239314	0.0011348678560701253	9.460525204922302	9.794499701800039	10.064914634886572	170697.30169824566	0.0	250743900.68467462	0.0	1248.2884344740687	3782.4010958585245	6538.355703230579	8568.906690566033	10163.844408986348	0.0022178961848769996	9.050236597753962	9.79095375384809	10.198886547309428	1033575.6323987772	0.0	459054218.17655814	0.0	479.24307576946234	1375.5472980726083	2331.591778059461	3028.783910868584	3509.668197927357	0.0011681845893748927	9.444584177073674	9.79165097472976	10.064914634886572	170290.69231123244	0.0	250743900.68467462	0.0	1187.6213403082297	3588.5408133452097	6194.501047219789	8112.689548881769	9611.52086595755	0.002159023821356858	9.021166821906002	9.791524193612974	10.196727794793443	952591.2563505119	0.0	455196619.70448625	0.0	2866.0265094038587	9488.17374771177	16884.05069859999	22409.348129621925	27478.406375485265	0.0038392709952979297	8.402947012269086	9.40182302704458	10.201757850527683	4562275.95336255	0.0	757375166.6834531
2	530	2.1105499290831636e-05	3.875991743144013e-05	2.0643409100228942e-05	3.8409595700803536e-05	0.0	47664.19480424767	135413.1818478806	229101.32628126975	302248.30408926785	355213.88090760366	0.0005514980485552069	6.313247096892232	6.6051003225354945	6.7219631483653295	0.0	24585.653311505688	69853.50693746655	117635.71795075781	154394.7404413029	180927.40484413077	0.0005834262442784306	6.039130124931286	6.600678047048043	6.714252351313591	98213.978079722	0.0	527205124.51649535	0.0	43321.17797701664	123101.0047269328	208147.88238220476	274415.63962249877	322403.7547299629	0.0005582426442711867	6.265957204717245	6.604794759368823	6.719999994119352	611023.9477677708	0.0	1150850210.8347888	0.0	23943.378541937116	68020.7647061131	114520.11867533404	150263.65286595572	176050.56708400653	0.0005840507525961717	6.029110381130836	6.60026354067462	6.712900918706952	93142.1163845663	0.0	509202998.31349313	0.0	43108.86845343932	122494.33701751866	207110.00942817013	273032.3551172491	320766.54189253016	0.0005582797096737169	6.264193083668989	6.604791893396859	6.719999994119352	597657.99461401	0.0	1144420880.0480022	0.0	50129.270860594064	142438.761369762	241103.19637232262	318223.19398724154	374088.8652301896	0.0005500808660425333	6.33554395337425	6.6053162585084495	6.72224743816822	1782979.6635456919	0.0	1706344390.8131447
3	158	4.265057860606906e-05	7.708173024648015e-05	3.467787645664744e-05	6.676516570360076e-05	0.11591923761518719	5650269.842681506	15011132.918852115	21517709.548439197	26342175.935921345	31595593.38242962	0.0049615514220087194	2.8248694055477848	1.5660541060533255	7.562147566529353	0.11983394998144296	4871755.889563353	11078674.995297598	14544122.993578596	17177431.562357377	20253727.053136304	0.005632517497718736	1.9930812021280855	0.93747188354949	6.306309528311489	1336839634.5357325	1249800903.18345	3780446502.630479	0.15350097209978686	6990762.595718548	15965143.103380788	21738625.03533815	26123442.18151463	31041794.421539623	0.0051341287388508745	2.5038917286171416	1.285546643357559	7.293619573257594	2929661207.853129	2671301505.9259076	10535101427.228405	0.09740104307213579	4044112.5832836325	8956329.357135177	11510116.207366247	13463482.561475635	15799742.130918264	0.005869800738716864	1.7861861536148789	0.8354612658297712	5.562342794691158	930091806.5164204	876388270.9624196	2417428375.8317347	0.1534163196208838	6823162.719106833	15394991.22201383	20758873.20483557	24842754.881582066	29463886.57781237	0.005224013271527156	2.394438206121678	1.2115190584600661	7.165000875400227	2571509419.796114	2370146599.561697	8556153411.055512	0.15350097209978686	7207686.517940264	16700797.50264734	23030362.399585858	27823799.592110403	33122262.724970303	0.0049401626567028845	2.7018404014231114	1.4077168586133517	7.514289026462379	3599749766.5635514	2846136485.781142	25037099949.904095
3	1034	1.416406197822273e-05	2.7343053459905338e-05	1.4022285895555486e-05	2.7228271209378757e-05	0.0	8830.726282459818	22983.211175362005	36591.655292805415	47162.6451356121	54208.4129883906	0.00019815776018028574	4.446040019975072	4.517108047018061	5.265811145759114	0.0	4531.344645065983	11740.889292145337	18585.689635447314	23805.055063680575	27224.065693587097	0.0002002167031114834	4.329734198308621	4.477059162184144	5.230035125439852	70848031.75652546	68498266.2802224	204452719.01981163	0.0	8193.464757191025	21313.172358126147	33910.14260428791	43673.79004813011	50165.23786579727	0.00019749331719641765	4.434760626901619	4.5167680546378515	5.2896687025893385	120641346.44398144	89186350.85133998	492486738.26784813	0.0	4465.057809122525	11565.278699097418	18299.239931995595	23423.80381291209	26774.43356032082	0.00020062333116267859	4.3193037401662755	4.464338520805069	5.226775006525154	69651344.24576575	67335388.54743715	201880986.70509702	0.0	8154.965574937273	21213.91787993786	33754.64605657283	43480.502931395	49949.72604943704	0.00019728187783051251	4.436332689914638	4.51695163832028	5.2896687025893385	120241836.4017153	89186350.85133998	492486738.26784813	0.0	10094.130963018555	26300.434741393623	41930.19314975013	54110.86446362898	62254.10471553147	0.00019782340542239161	4.471348668843903	4.5171277379316015	5.2705901398085375	154717976.5489839	89186350.85133998	807523946.8203881
