# Wetzel et al. 2015
# logM*, y, y1, y2
5.488536155202822, 0.9418886198547216, 0.8280871670702181, 0.9588377723970946
6.493827160493828, 1, 0.7723970944309928, 1
7.4902998236331575, 0.8014527845036321, 0.539951573849879, 0.8765133171912833
8.495590828924163, 0.6585956416464892, 0.3777239709443101, 0.8087167070217919
9.183421516754851, 0, 0, 0.5956416464891042
