# Mao et al. 2020
# logM*, y, y1, y2, y3
6.788, 0.05621422465060966, 0, 0.1221184392579514, 0.6561743341404359
7.395, 0.22208756898765836, 0.12416397758925168, 0.3172400678603289, 0.4891041162227604
7.736, 0.2210997662892098, 0.12598223388374108, 0.31667186276830106, 0.4285714285714287
7.971, 0.2213532731764224, 0.12598223388374108, 0.3171264268419234, 0.36561743341404374
8.148, 0.16236484300712684, 0.07759957029756603, 0.2546238667188553, 0.2953995157384989
8.585, 0.0571157767299606, 0, 0.1200729009266509, 0.1501210653753028
9.124, 0.051812529204366964, 0, 0.1210653753026637, 0.1210653753026637
